#Energy(eV)    Se(eV/A)   Range(A)
   9.7000000000000000E+04   6.9887082570112322E-02   8.2099038245728926E+05
   9.8000000000000000E+04   6.9440268968195357E-02   8.3534521334281901E+05
   9.9000000000000000E+04   6.9002040088085026E-02   8.4979180885020003E+05
   1.0000000000000000E+05   6.8572151387638780E-02   8.6432956122368237E+05
   1.1000000000000000E+05   6.4684275296474081E-02   1.0145439986391297E+06
   1.2000000000000000E+05   6.1418710063817765E-02   1.1732509556429712E+06
   1.3000000000000000E+05   5.8637960027648747E-02   1.3399283696438158E+06
   1.4000000000000000E+05   5.6242442655215524E-02   1.5140981989655448E+06
   1.5000000000000000E+05   5.4158216082740553E-02   1.6953211274797705E+06
   1.6000000000000000E+05   5.2329196080136364E-02   1.8831921780019626E+06
   1.7000000000000000E+05   5.0712052961224080E-02   2.0773370230642471E+06
   1.8000000000000000E+05   4.9272768368510161E-02   2.2774088432786125E+06
   1.9000000000000000E+05   4.7984253096898154E-02   2.4830856242509857E+06
   2.0000000000000000E+05   4.6824662740136594E-02   2.6940678101348844E+06
   2.1000000000000000E+05   4.5776182865452500E-02   2.9100762516488112E+06
   2.2000000000000000E+05   4.4824137915857251E-02   3.1308504002447147E+06
   2.3000000000000000E+05   4.3956327131568093E-02   3.3561467095622038E+06
   2.4000000000000000E+05   4.3162522455449506E-02   3.5857372139174649E+06
   2.5000000000000000E+05   4.2434084484675214E-02   3.8194082584254541E+06
   2.6000000000000000E+05   4.1763664765988279E-02   4.0569593600658798E+06
   2.7000000000000000E+05   4.1144972767056642E-02   4.2982021833220311E+06
   2.8000000000000000E+05   4.0572591925692972E-02   4.5429596152157756E+06
   2.9000000000000000E+05   4.0041832547864406E-02   4.7910649280023864E+06
   3.0000000000000000E+05   3.9548613758988924E-02   5.0423610194777027E+06
   3.1000000000000000E+05   3.9089367648734906E-02   5.2966997216940327E+06
   3.2000000000000000E+05   3.8660961087234963E-02   5.5539411707267920E+06
   3.3000000000000000E+05   3.8260631365444282E-02   5.8139532309271842E+06
   3.4000000000000000E+05   3.7885932955131929E-02   6.0766109682305120E+06
   3.5000000000000000E+05   3.7534693584733589E-02   6.3417961661475794E+06
   3.6000000000000000E+05   3.7204976539000401E-02   6.6093968821819257E+06
   3.7000000000000000E+05   3.6895050040547057E-02   6.8793070401473651E+06
   3.8000000000000000E+05   3.6603360906437649E-02   7.1514260526566543E+06
   3.9000000000000000E+05   3.6328511680120329E-02   7.4256584744752012E+06
   4.0000000000000000E+05   3.6069242017734864E-02   7.7019136823965162E+06
   4.1000000000000000E+05   3.5824412127702585E-02   7.9801055782118654E+06
   4.2000000000000000E+05   3.5592988953052775E-02   8.2601523134252774E+06
   4.3000000000000000E+05   3.5374033556732187E-02   8.5419760348874573E+06
   4.4000000000000000E+05   3.5166691211107756E-02   8.8255026482066214E+06
   4.5000000000000000E+05   3.4970181767215058E-02   9.1106615974657927E+06
   4.6000000000000000E+05   3.4783791737009503E-02   9.3973856620504018E+06
   4.7000000000000000E+05   3.4606867933339176E-02   9.6856107648663446E+06
   4.8000000000000000E+05   3.4438810207243944E-02   9.9752757957154755E+06
   4.9000000000000000E+05   3.4279067488477644E-02   1.0266322445409598E+07
   5.0000000000000000E+05   3.4127131565983036E-02   1.0558695051127061E+07
   5.1000000000000000E+05   3.3982534168007124E-02   1.0852340452674311E+07
   5.2000000000000000E+05   3.3844842319912617E-02   1.1147207856614428E+07
   5.3000000000000000E+05   3.3713655792059691E-02   1.1443248709691593E+07
   5.4000000000000000E+05   3.3588603203787551E-02   1.1740416581133531E+07
   5.5000000000000000E+05   3.3469340390218816E-02   1.2038667052141257E+07
   5.6000000000000000E+05   3.3355547642348264E-02   1.2337957609640891E+07
   5.7000000000000000E+05   3.3246927150058267E-02   1.2638247550183229E+07
   5.8000000000000000E+05   3.3143202048472209E-02   1.2939497887556683E+07
   5.9000000000000000E+05   3.3044113616739847E-02   1.3241671266620599E+07
   6.0000000000000000E+05   3.2949420928114495E-02   1.3544731881808653E+07
   6.1000000000000000E+05   3.2858898176190074E-02   1.3848645400876466E+07
   6.2000000000000000E+05   3.2772334616097396E-02   1.4153378893470353E+07
   6.3000000000000000E+05   3.2689532690132486E-02   1.4458900761725666E+07
   6.4000000000000000E+05   3.2610307342655215E-02   1.4765180676496478E+07
   6.5000000000000000E+05   3.2534484542012583E-02   1.5072189518112926E+07
   6.6000000000000000E+05   3.2461901235597466E-02   1.5379899319241049E+07
   6.7000000000000000E+05   3.2392403849219188E-02   1.5688283210488971E+07
   6.8000000000000000E+05   3.2325848223414513E-02   1.5997315369288785E+07
   6.9000000000000000E+05   3.2262098194399742E-02   1.6306970972132627E+07
   7.0000000000000000E+05   3.2201025696451419E-02   1.6617226149732992E+07
   7.1000000000000000E+05   3.2142510100131520E-02   1.6928057941823270E+07
   7.2000000000000000E+05   3.2086436974669161E-02   1.7239444258338500E+07
   7.3000000000000000E+05   3.2032698885445188E-02   1.7551363840221081E+07
   7.4000000000000000E+05   3.1981193598439164E-02   1.7863796222809289E+07
   7.5000000000000000E+05   3.1931825147688872E-02   1.8176721700675841E+07
   7.6000000000000000E+05   3.1884502056270844E-02   1.8490121294075456E+07
   7.7000000000000000E+05   3.1839137737686263E-02   1.8803976720420584E+07
   7.8000000000000000E+05   3.1795650812922516E-02   1.9118270360672746E+07
   7.9000000000000000E+05   3.1753962806041987E-02   1.9432985234100904E+07
   8.0000000000000000E+05   3.1714000688783717E-02   1.9748104970542792E+07
   8.1000000000000000E+05   3.1675694125081102E-02   2.0063613782540783E+07
   8.2000000000000000E+05   3.1638976586028697E-02   2.0379496444513973E+07
   8.3000000000000000E+05   3.1603784540275681E-02   2.0695738269455902E+07
   8.4000000000000000E+05   3.1570058176848645E-02   2.1012325085138675E+07
   8.5000000000000000E+05   3.1537740088410815E-02   2.1329243212452415E+07
   8.6000000000000000E+05   3.1506775794699030E-02   2.1646479446951274E+07
   8.7000000000000000E+05   3.1477112842175539E-02   2.1964021041618332E+07
   8.8000000000000000E+05   3.1448702157271968E-02   2.2281855686702061E+07
   8.9000000000000000E+05   3.1421496297745009E-02   2.2599971490955904E+07
   9.0000000000000000E+05   3.1395450287316051E-02   2.2918356966941070E+07
   9.1000000000000000E+05   3.1370520891685238E-02   2.3237001015290193E+07
   9.2000000000000000E+05   3.1346667180743248E-02   2.3555892909327898E+07
   9.3000000000000000E+05   3.1323849405728466E-02   2.3875022282127161E+07
   9.4000000000000000E+05   3.1302030480991720E-02   2.4194379111346062E+07
   9.5000000000000000E+05   3.1281174059355488E-02   2.4513953705969747E+07
   9.6000000000000000E+05   3.1261246071881708E-02   2.4833736694676515E+07
   9.7000000000000000E+05   3.1242213803440295E-02   2.5153719010764185E+07
   9.8000000000000000E+05   3.1224045324208697E-02   2.5473891884427648E+07
   9.9000000000000000E+05   3.1206710716693176E-02   2.5794246831415851E+07
   1.0000000000000000E+06   3.1190180853409397E-02   2.6114775641430814E+07
   1.1000000000000000E+06   3.1063569527204127E-02   2.9327446782438911E+07
   1.2000000000000000E+06   3.0992953840658519E-02   3.2550319223899227E+07
   1.3000000000000000E+06   3.0962980555142048E-02   3.5778420757026061E+07
   1.4000000000000000E+06   3.0962955607214217E-02   3.9008085294929475E+07
   1.5000000000000000E+06   3.0985252275949934E-02   4.2236589116804622E+07
   1.6000000000000000E+06   3.1024324258458774E-02   4.5461898667067908E+07
   1.7000000000000000E+06   3.1076070377688454E-02   4.8682492353117928E+07
   1.8000000000000000E+06   3.1137415207781613E-02   5.1897232574985377E+07
   1.9000000000000000E+06   3.1206020554433944E-02   5.5105272679764263E+07
   2.0000000000000000E+06   3.1280095759297140E-02   5.8305988180507675E+07
   2.1000000000000000E+06   3.1358254109904844E-02   6.1498925283813886E+07
   2.2000000000000000E+06   3.1439411932856584E-02   6.4683762343019880E+07
   2.3000000000000000E+06   3.1522720900183224E-02   6.7860280373013750E+07
   2.4000000000000000E+06   3.1607508119688259E-02   7.1028340490390554E+07
   2.5000000000000000E+06   3.1693241256511698E-02   7.4187866544023275E+07
   2.6000000000000000E+06   3.1779502088741196E-02   7.7338831176208317E+07
   2.7000000000000000E+06   3.1865945905363929E-02   8.0481245523979291E+07
   2.8000000000000000E+06   3.1952312137911595E-02   8.3615150654350817E+07
   2.9000000000000000E+06   3.2038380708621597E-02   8.6740610825480133E+07
   3.0000000000000000E+06   3.2123984577387008E-02   8.9857708443594396E+07
   3.1000000000000000E+06   3.2208985054159443E-02   9.2966539736333147E+07
   3.2000000000000000E+06   3.2293274190077680E-02   9.6067211617746621E+07
   3.3000000000000000E+06   3.2376777247394399E-02   9.9159838405620754E+07
   3.4000000000000000E+06   3.2459417446456626E-02   1.0224454018162446E+08
   3.5000000000000000E+06   3.2541150125815363E-02   1.0532144125631970E+08
   3.6000000000000000E+06   3.2621937920094927E-02   1.0839066822833949E+08
   3.7000000000000000E+06   3.2701754585860887E-02   1.1145234908130902E+08
   3.8000000000000000E+06   3.2780582208839872E-02   1.1450661225542638E+08
   3.9000000000000000E+06   3.2858408353980025E-02   1.1755358600453345E+08
   4.0000000000000000E+06   3.2935229488700049E-02   1.2059339774347357E+08
   4.1000000000000000E+06   3.3011040859290186E-02   1.2362617371788099E+08
   4.2000000000000000E+06   3.3085850665683821E-02   1.2665203849895346E+08
   4.3000000000000000E+06   3.3159659584419493E-02   1.2967111477327381E+08
   4.4000000000000000E+06   3.3232480870986597E-02   1.3268352315833628E+08
   4.5000000000000000E+06   3.3304318287520354E-02   1.3568938210653856E+08
   4.6000000000000000E+06   3.3375192909230730E-02   1.3868880760273901E+08
   4.7000000000000000E+06   3.3445104440008790E-02   1.4168191339344984E+08
   4.8000000000000000E+06   3.3514077084939989E-02   1.4466881089808184E+08
   4.9000000000000000E+06   3.3582125027211480E-02   1.4764960860970247E+08
   5.0000000000000000E+06   3.3649266854049828E-02   1.5062441240107572E+08
   5.1000000000000000E+06   3.3715516281304751E-02   1.5359332559464118E+08
   5.2000000000000000E+06   3.3780879997900165E-02   1.5655644953289935E+08
   5.3000000000000000E+06   3.3845389770345444E-02   1.5951388283029494E+08
   5.4000000000000000E+06   3.3909053220590853E-02   1.6246572137768251E+08
   5.5000000000000000E+06   3.3971884969229107E-02   1.6541205913739687E+08
   5.6000000000000000E+06   3.4033911175263089E-02   1.6835298737754849E+08
   5.7000000000000000E+06   3.4095147787670810E-02   1.7128859465914789E+08
   5.8000000000000000E+06   3.4155598411687429E-02   1.7421896784970167E+08
   5.9000000000000000E+06   3.4215285102507931E-02   1.7714419189450756E+08
   6.0000000000000000E+06   3.4274216924686421E-02   1.8006434961438251E+08
   6.1000000000000000E+06   3.4332427579998777E-02   1.8297952124861968E+08
   6.2000000000000000E+06   3.4389927383067870E-02   1.8588978443910596E+08
   6.3000000000000000E+06   3.4446717953276501E-02   1.8879521562549639E+08
   6.4000000000000000E+06   3.4502822391326501E-02   1.9169588953025305E+08
   6.5000000000000000E+06   3.4558250946532865E-02   1.9459187882158130E+08
   6.6000000000000000E+06   3.4613020895083633E-02   1.9748325438928944E+08
   6.7000000000000000E+06   3.4667153108537956E-02   2.0037008492888737E+08
   6.8000000000000000E+06   3.4720634789447695E-02   2.0325243822007257E+08
   6.9000000000000000E+06   3.4773505148101458E-02   2.0613038038814163E+08
   7.0000000000000000E+06   3.4825782609597171E-02   2.0900397463428941E+08
   7.1000000000000000E+06   3.4877460705502905E-02   2.1187328315457171E+08
   7.2000000000000000E+06   3.4928540247317466E-02   2.1473836788020515E+08
   7.3000000000000000E+06   3.4979077578653615E-02   2.1759928791640821E+08
   7.4000000000000000E+06   3.5029023150245926E-02   2.2045610162386405E+08
   7.5000000000000000E+06   3.5078445285158279E-02   2.2330886615600121E+08
   7.6000000000000000E+06   3.5127319969557626E-02   2.2615763642726192E+08
   7.7000000000000000E+06   3.5175677491814682E-02   2.2900246668838862E+08
   7.8000000000000000E+06   3.5223522084811269E-02   2.3184340939198560E+08
   7.9000000000000000E+06   3.5270844091724950E-02   2.3468051682301983E+08
   8.0000000000000000E+06   3.5317682291195002E-02   2.3751383971988484E+08
   8.1000000000000000E+06   3.5364031431276560E-02   2.4034342711197156E+08
   8.2000000000000000E+06   3.5409903725888162E-02   2.4316932740388277E+08
   8.3000000000000000E+06   3.5455302148851446E-02   2.4599158805511233E+08
   8.4000000000000000E+06   3.5500259422401134E-02   2.4881025477919117E+08
   8.5000000000000000E+06   3.5544743219263847E-02   2.5162537295742410E+08
   8.6000000000000000E+06   3.5588801155921772E-02   2.5443698706270233E+08
   8.7000000000000000E+06   3.5632447457396507E-02   2.5724513882928067E+08
   8.8000000000000000E+06   3.5675646589667910E-02   2.6004987055116758E+08
   8.9000000000000000E+06   3.5718396446853568E-02   2.6285122572315300E+08
   9.0000000000000000E+06   3.5760758719366618E-02   2.6564924522663262E+08
   9.1000000000000000E+06   3.5802734464633661E-02   2.6844396722678095E+08
   9.2000000000000000E+06   3.5844297342454076E-02   2.7123543063091946E+08
   9.3000000000000000E+06   3.5885489760388301E-02   2.7402367348002994E+08
   9.4000000000000000E+06   3.5926309566068390E-02   2.7680873201494837E+08
   9.5000000000000000E+06   3.5966698889714738E-02   2.7959064457389140E+08
   9.6000000000000000E+06   3.6006773796726052E-02   2.8236944702068770E+08
   9.7000000000000000E+06   3.6046453984470969E-02   2.8514517361634982E+08
   9.8000000000000000E+06   3.6085810096012069E-02   2.8791785879527336E+08
   9.9000000000000000E+06   3.6124787732293551E-02   2.9068753615963262E+08
   1.0000000000000000E+07   3.6163432776510900E-02   2.9345423944477415E+08
   1.1000000000000000E+07   3.6532167496115542E-02   3.2096692866542101E+08
   1.2000000000000000E+07   3.6872100984143300E-02   3.4821388492867947E+08
   1.3000000000000000E+07   3.7187354743993380E-02   3.7521970371445453E+08
   1.4000000000000000E+07   3.7481105813662735E-02   4.0200518903691339E+08
   1.5000000000000000E+07   3.7756113258906321E-02   4.2858813224049401E+08
   1.6000000000000000E+07   3.8014612357065873E-02   4.5498385779261601E+08
   1.7000000000000000E+07   3.8258456963543533E-02   4.8120570069962615E+08
   1.8000000000000000E+07   3.8489153142974873E-02   5.0726537953967583E+08
   1.9000000000000000E+07   3.8708054847500797E-02   5.3317326058405268E+08
   2.0000000000000000E+07   3.8916302644487824E-02   5.5893855461241949E+08
   2.1000000000000000E+07   3.9114876773220286E-02   5.8456950069157219E+08
   2.2000000000000000E+07   3.9304628153674123E-02   6.1007350906031597E+08
   2.3000000000000000E+07   3.9486305331733716E-02   6.3545727525184596E+08
   2.4000000000000000E+07   3.9660561825320920E-02   6.6072687551175976E+08
   2.5000000000000000E+07   3.9827978236112616E-02   6.8588784677127969E+08
   2.6000000000000000E+07   3.9989067064881742E-02   7.1094525323079824E+08
   2.7000000000000000E+07   4.0144289566989982E-02   7.3590374228497887E+08
   2.8000000000000000E+07   4.0294052304762108E-02   7.6076759310944033E+08
   2.9000000000000000E+07   4.0438728062281902E-02   7.8554075728993773E+08
   3.0000000000000000E+07   4.0578649645498094E-02   8.1022689280865824E+08
   3.1000000000000000E+07   4.0714119789238973E-02   8.3482939519623566E+08
   3.2000000000000000E+07   4.0845405892773398E-02   8.5935142576883113E+08
   3.3000000000000000E+07   4.0972762736632501E-02   8.8379593338153017E+08
   3.4000000000000000E+07   4.1096422167482938E-02   9.0816567146363699E+08
   3.5000000000000000E+07   4.1216583468666856E-02   9.3246322015159094E+08
   3.6000000000000000E+07   4.1333440218415486E-02   9.5669100251253951E+08
   3.7000000000000000E+07   4.1447177114211094E-02   9.8085129316945684E+08
   3.8000000000000000E+07   4.1557946365491136E-02   1.0049462342751836E+09
   3.9000000000000000E+07   4.1665911228526011E-02   1.0289778452063472E+09
   4.0000000000000000E+07   4.1771184098668299E-02   1.0529480370730858E+09
   4.1000000000000000E+07   4.1873931939610858E-02   1.0768586144332213E+09
   4.2000000000000000E+07   4.1974239390749735E-02   1.1007112856427681E+09
   4.3000000000000000E+07   4.2072236876978447E-02   1.1245076755438225E+09
   4.4000000000000000E+07   4.2168033378963632E-02   1.1482493204874077E+09
   4.5000000000000000E+07   4.2261707444901153E-02   1.1719376848295112E+09
   4.6000000000000000E+07   4.2353362892420920E-02   1.1955741639897220E+09
   4.7000000000000000E+07   4.2443084451256163E-02   1.2191600841753852E+09
   4.8000000000000000E+07   4.2530947135282479E-02   1.2426967117891386E+09
   4.9000000000000000E+07   4.2617035076483158E-02   1.2661852548227038E+09
   5.0000000000000000E+07   4.2701398813434120E-02   1.2896268707116408E+09
   5.1000000000000000E+07   4.2784133918373130E-02   1.3130226642390666E+09
   5.2000000000000000E+07   4.2865279952233770E-02   1.3363736914654212E+09
   5.3000000000000000E+07   4.2944916537966955E-02   1.3596809650107300E+09
   5.4000000000000000E+07   4.3023069539490741E-02   1.3829454585060651E+09
   5.5000000000000000E+07   4.3099834618121682E-02   1.4061681030342507E+09
   5.6000000000000000E+07   4.3175205215812085E-02   1.4293497964908295E+09
   5.7000000000000000E+07   4.3249281769796692E-02   1.4524914029855175E+09
   5.8000000000000000E+07   4.3322078886558035E-02   1.4755937476758921E+09
   5.9000000000000000E+07   4.3393646210046120E-02   1.4986576309570947E+09
   6.0000000000000000E+07   4.3464034727947645E-02   1.5216838192212002E+09
   6.1000000000000000E+07   4.3533274771637286E-02   1.5446730504787848E+09
   6.2000000000000000E+07   4.3601401807436407E-02   1.5676260389000242E+09
   6.3000000000000000E+07   4.3668457504473318E-02   1.5905434722104516E+09
   6.4000000000000000E+07   4.3734455748927190E-02   1.6134260177220039E+09
   6.5000000000000000E+07   4.3799452191051746E-02   1.6362743190233674E+09
   6.6000000000000000E+07   4.3863489237365952E-02   1.6590889888786993E+09
   6.7000000000000000E+07   4.3926547717987985E-02   1.6818706290423927E+09
   6.8000000000000000E+07   4.3988686532807089E-02   1.7046198262229190E+09
   6.9000000000000000E+07   4.4049934330982574E-02   1.7273371399240341E+09
   7.0000000000000000E+07   4.4110308345900892E-02   1.7500231135243015E+09
   7.1000000000000000E+07   4.4169842847529339E-02   1.7726782730651939E+09
   7.2000000000000000E+07   4.4228549171596021E-02   1.7953031289749475E+09
   7.3000000000000000E+07   4.4286440996504736E-02   1.8178981815386252E+09
   7.4000000000000000E+07   4.4343566936626555E-02   1.8404639115607102E+09
   7.5000000000000000E+07   4.4399922833216254E-02   1.8630007851020319E+09
   7.6000000000000000E+07   4.4455572015826533E-02   1.8855092499738209E+09
   7.7000000000000000E+07   4.4510471427134130E-02   1.9079897457245936E+09
   7.8000000000000000E+07   4.4564650525396508E-02   1.9304427123450508E+09
   7.9000000000000000E+07   4.4618194881261654E-02   1.9528685579414022E+09
   8.0000000000000000E+07   4.4671051094593600E-02   1.9752676797952139E+09
   8.1000000000000000E+07   4.4723255642104526E-02   1.9976404768454545E+09
   8.2000000000000000E+07   4.4774805101804371E-02   2.0199873371784220E+09
   8.3000000000000000E+07   4.4825755806885942E-02   2.0423086332331131E+09
   8.4000000000000000E+07   4.4876137595282688E-02   2.0646047136731646E+09
   8.5000000000000000E+07   4.4925839226868693E-02   2.0868759451471982E+09
   8.6000000000000000E+07   4.4975057128143384E-02   2.1091226710479684E+09
   8.7000000000000000E+07   4.5023675552557471E-02   2.1313452126781323E+09
   8.8000000000000000E+07   4.5071727370959873E-02   2.1535439098814631E+09
   8.9000000000000000E+07   4.5119247712524985E-02   2.1757190837651706E+09
   9.0000000000000000E+07   4.5166230528244526E-02   2.1978710464125710E+09
   9.1000000000000000E+07   4.5212725822540045E-02   2.2200000973561511E+09
   9.2000000000000000E+07   4.5258732943543364E-02   2.2421065223489137E+09
   9.3000000000000000E+07   4.5304232498929425E-02   2.2641906104201913E+09
   9.4000000000000000E+07   4.5349226424580190E-02   2.2862526532416601E+09
   9.5000000000000000E+07   4.5393738990724408E-02   2.3082929345140996E+09
   9.6000000000000000E+07   4.5437810444855550E-02   2.3303117207537460E+09
   9.7000000000000000E+07   4.5481442488097018E-02   2.3523092668849354E+09
   9.8000000000000000E+07   4.5524619927869103E-02   2.3742858297325416E+09
   9.9000000000000000E+07   4.5567359262425333E-02   2.3962416644619446E+09
   1.0000000000000000E+08   4.5609679553430919E-02   2.4181770163537660E+09
   1.1000000000000000E+08   4.6011066691749078E-02   2.6364723772173033E+09
   1.2000000000000000E+08   4.6377809294535152E-02   2.8529520663420386E+09
   1.3000000000000000E+08   4.6715268529731527E-02   3.0677936343560190E+09
   1.4000000000000000E+08   4.7027899654731170E-02   3.2811448879032378E+09
   1.5000000000000000E+08   4.7319051316713184E-02   3.4931304397397203E+09
   1.6000000000000000E+08   4.7591464396906112E-02   3.7038569816097131E+09
   1.7000000000000000E+08   4.7847483779021975E-02   3.9134165409339023E+09
   1.8000000000000000E+08   4.8088890613403407E-02   4.1218893622701154E+09
   1.9000000000000000E+08   4.8317303509217230E-02   4.3293460765615292E+09
   2.0000000000000000E+08   4.8534041424469175E-02   4.5358491475601473E+09
   2.1000000000000000E+08   4.8740239455658155E-02   4.7414542642159424E+09
   2.2000000000000000E+08   4.8936875388673667E-02   4.9462113466235600E+09
   2.3000000000000000E+08   4.9124797957450866E-02   5.1501653764436455E+09
   2.4000000000000000E+08   4.9304745281315995E-02   5.3533570827878323E+09
   2.5000000000000000E+08   4.9477366721552021E-02   5.5558235078276024E+09
   2.6000000000000000E+08   4.9643236806087870E-02   5.7575984697915545E+09
   2.7000000000000000E+08   4.9802863036615463E-02   5.9587129585659418E+09
   2.8000000000000000E+08   4.9956697007955082E-02   6.1591954742203999E+09
   2.9000000000000000E+08   5.0105147590032616E-02   6.3590723014079742E+09
   3.0000000000000000E+08   5.0248576424587035E-02   6.5583677540739670E+09
   3.1000000000000000E+08   5.0387312437990231E-02   6.7571043900448685E+09
   3.2000000000000000E+08   5.0521653783402620E-02   6.9553031844317865E+09
   3.3000000000000000E+08   5.0651869195493894E-02   7.1529836895793200E+09
   3.4000000000000000E+08   5.0778205182715606E-02   7.3501641722954206E+09
   3.5000000000000000E+08   5.0900886826445307E-02   7.5468617304703846E+09
   3.6000000000000000E+08   5.1020119543216474E-02   7.7430924005118008E+09
   3.7000000000000000E+08   5.1136090871447354E-02   7.9388712542303457E+09
   3.8000000000000000E+08   5.1248974721149282E-02   8.1342124809635086E+09
   3.9000000000000000E+08   5.1358931970066898E-02   8.3291294577598257E+09
   4.0000000000000000E+08   5.1466110750744823E-02   8.5236348156018028E+09
   4.1000000000000000E+08   5.1570646835404702E-02   8.7177405022989902E+09
   4.2000000000000000E+08   5.1672668489003031E-02   8.9114578336987267E+09
   4.3000000000000000E+08   5.1772292444129335E-02   9.1047975417849445E+09
   4.4000000000000000E+08   5.1869630175211671E-02   9.2977698172453651E+09
   4.5000000000000000E+08   5.1964782725446287E-02   9.4903843487539806E+09
   4.6000000000000000E+08   5.2057849371938497E-02   9.6826503547729816E+09
   4.7000000000000000E+08   5.2148915518477071E-02   9.8745766207406406E+09
   4.8000000000000000E+08   5.2238069123125203E-02   1.0066171527493889E+10
   4.9000000000000000E+08   5.2325385351062292E-02   1.0257443076879066E+10
   5.0000000000000000E+08   5.2410942438935501E-02   1.0448398915869265E+10
   5.1000000000000000E+08   5.2494802936552010E-02   1.0639046365242771E+10
   5.2000000000000000E+08   5.2577041163795864E-02   1.0829392432004900E+10
   5.3000000000000000E+08   5.2657713694384864E-02   1.1019443825010424E+10
   5.4000000000000000E+08   5.2736881744924323E-02   1.1209206983182100E+10
   5.5000000000000000E+08   5.2814596649730539E-02   1.1398688088953457E+10
   5.6000000000000000E+08   5.2890912766608622E-02   1.1587893084371634E+10
   5.7000000000000000E+08   5.2965880325424403E-02   1.1776827676538073E+10
   5.8000000000000000E+08   5.3039548217029067E-02   1.1965497350666626E+10
   5.9000000000000000E+08   5.3111953622174843E-02   1.2153907396295286E+10
   6.0000000000000000E+08   5.3183147285593778E-02   1.2342062906766970E+10
   6.1000000000000000E+08   5.3253161625688696E-02   1.2529968790188986E+10
   6.2000000000000000E+08   5.3322041203963812E-02   1.2717629782831438E+10
   6.3000000000000000E+08   5.3389820170644468E-02   1.2905050448265484E+10
   6.4000000000000000E+08   5.3456533407814158E-02   1.3092235196525928E+10
   6.5000000000000000E+08   5.3522214301095966E-02   1.3279188287371704E+10
   6.6000000000000000E+08   5.3586892551073295E-02   1.3465913841160484E+10
   6.7000000000000000E+08   5.3650596652626101E-02   1.3652415849052959E+10
   6.8000000000000000E+08   5.3713359351016982E-02   1.3838698169294331E+10
   6.9000000000000000E+08   5.3775210569679224E-02   1.4024764526274916E+10
   7.0000000000000000E+08   5.3836164156509651E-02   1.4210618544659100E+10
   7.1000000000000000E+08   5.3896262042905568E-02   1.4396263729951593E+10
   7.2000000000000000E+08   5.3955514448519828E-02   1.4581703475935953E+10
   7.3000000000000000E+08   5.4013957339183967E-02   1.4766941076238781E+10
   7.4000000000000000E+08   5.4071598764265767E-02   1.4951979729034519E+10
   7.5000000000000000E+08   5.4128469472306318E-02   1.5136822547077168E+10
   7.6000000000000000E+08   5.4184589336214312E-02   1.5321472538399628E+10
   7.7000000000000000E+08   5.4239973711271601E-02   1.5505932633569979E+10
   7.8000000000000000E+08   5.4294646303081298E-02   1.5690205680016521E+10
   7.9000000000000000E+08   5.4348624900880903E-02   1.5874294438716579E+10
   8.0000000000000000E+08   5.4401922613990308E-02   1.6058201602963810E+10
   8.1000000000000000E+08   5.4454557358247321E-02   1.6241929798850864E+10
   8.2000000000000000E+08   5.4506540630552554E-02   1.6425481588629845E+10
   8.3000000000000000E+08   5.4557902042994585E-02   1.6608859451709507E+10
   8.4000000000000000E+08   5.4608653572926664E-02   1.6792065784544689E+10
   8.5000000000000000E+08   5.4658794405237174E-02   1.6975102952351940E+10
   8.6000000000000000E+08   5.4708355303321340E-02   1.7157973258110022E+10
   8.7000000000000000E+08   5.4757347689901571E-02   1.7340678922617786E+10
   8.8000000000000000E+08   5.4805773388424690E-02   1.7523222133419430E+10
   8.9000000000000000E+08   5.4853661165116599E-02   1.7705605016346790E+10
   9.0000000000000000E+08   5.4901008854043643E-02   1.7887829642584141E+10
   9.1000000000000000E+08   5.4947826390712703E-02   1.8069898060409065E+10
   9.2000000000000000E+08   5.4994140664597020E-02   1.8251812247365147E+10
   9.3000000000000000E+08   5.5039955654653638E-02   1.8433574120605480E+10
   9.4000000000000000E+08   5.5085271105452124E-02   1.8615185582165070E+10
   9.5000000000000000E+08   5.5130121337513507E-02   1.8796648469231705E+10
   9.6000000000000000E+08   5.5174496209704625E-02   1.8977964570783360E+10
   9.7000000000000000E+08   5.5218406633629633E-02   1.9159135666471661E+10
   9.8000000000000000E+08   5.5261876743151868E-02   1.9340163470573906E+10
   9.9000000000000000E+08   5.5304891381992162E-02   1.9521049675046936E+10
   1.0000000000000000E+09   5.5347483746753544E-02   1.9701795935034626E+10
   1.1000000000000000E+09   5.5751412623133378E-02   2.1502017632274609E+10
   1.2000000000000000E+09   5.6120182154713302E-02   2.3289800971059582E+10
   1.3000000000000000E+09   5.6459440930331672E-02   2.5066337530457462E+10
   1.4000000000000000E+09   5.6773556844427711E-02   2.6832620707903183E+10
   1.5000000000000000E+09   5.7065981489030228E-02   2.8589491146995579E+10
   1.6000000000000000E+09   5.7339575112784633E-02   3.0337667981590645E+10
   1.7000000000000000E+09   5.7596553333951757E-02   3.2077773573274384E+10
   1.8000000000000000E+09   5.7838838702774634E-02   3.3810352096524204E+10
   1.9000000000000000E+09   5.8068055656777896E-02   3.5535881740683609E+10
   2.0000000000000000E+09   5.8285501512998300E-02   3.7254786631757187E+10
   2.1000000000000000E+09   5.8492339515815082E-02   3.8967445691699272E+10
   2.2000000000000000E+09   5.8689556660960707E-02   4.0674198808219688E+10
   2.3000000000000000E+09   5.8878008312200636E-02   4.2375352641922424E+10
