#Energy(eV)    Elastic_MFP(A)
   9.8000000099999993E+05   3.8843725368788623E+03
   9.9000000099999993E+05   3.8912332857819338E+03
   1.0000000009999999E+06   3.8979592820906119E+03
   1.1000000009999999E+06   3.9585290780604391E+03
   1.2000000009999999E+06   4.0088693681099649E+03
   1.3000000009999999E+06   4.0511683830914599E+03
   1.4000000009999999E+06   4.0870582256111657E+03
   1.5000000009999999E+06   4.1177763675756978E+03
   1.6000000009999999E+06   4.1442749422012766E+03
   1.7000000009999997E+06   4.1672962696734940E+03
   1.8000000009999997E+06   4.1874260371888931E+03
   1.9000000009999997E+06   4.2051313844265924E+03
   2.0000000009999997E+06   4.2207886015877766E+03
   2.1000000009999997E+06   4.2347035565019642E+03
   2.2000000009999997E+06   4.2471269547325101E+03
   2.3000000009999997E+06   4.2582658737543406E+03
   2.4000000009999997E+06   4.2682925771877890E+03
   2.5000000009999997E+06   4.2773513171786544E+03
   2.6000000009999997E+06   4.2855636348717044E+03
   2.7000000009999997E+06   4.2930325257944078E+03
   2.8000000009999997E+06   4.2998457383903451E+03
   2.9000000009999997E+06   4.3060784094669052E+03
   3.0000000009999997E+06   4.3117951807155323E+03
   3.1000000009999997E+06   4.3170519132237769E+03
   3.2000000009999997E+06   4.3218970826282439E+03
   3.3000000009999997E+06   4.3263729223364908E+03
   3.4000000009999997E+06   4.3305163661511942E+03
   3.5000000009999997E+06   4.3343598271496385E+03
   3.6000000009999997E+06   4.3379318478218365E+03
   3.7000000009999997E+06   4.3412576422755265E+03
   3.8000000009999997E+06   4.3443595519545725E+03
   3.9000000009999997E+06   4.3472574312780671E+03
   4.0000000009999997E+06   4.3499689724017944E+03
   4.1000000009999997E+06   4.3525099825881789E+03
   4.2000000010000002E+06   4.3548946211470820E+03
   4.3000000010000002E+06   4.3571356004634044E+03
   4.4000000010000002E+06   4.3592443625620190E+03
   4.5000000010000002E+06   4.3612312256710911E+03
   4.6000000010000002E+06   4.3631055176276423E+03
   4.7000000010000002E+06   4.3648756861126903E+03
   4.8000000010000002E+06   4.3665493971798405E+03
   4.9000000010000002E+06   4.3681336196600469E+03
   5.0000000010000002E+06   4.3696347031128917E+03
   5.1000000010000002E+06   4.3710584392855144E+03
   5.2000000010000002E+06   4.3724101218930955E+03
   5.3000000010000002E+06   4.3736945975258104E+03
   5.4000000010000002E+06   4.3749163088175228E+03
   5.5000000010000002E+06   4.3760793366475218E+03
   5.6000000010000002E+06   4.3771874329083976E+03
   5.7000000010000002E+06   4.3782440517855111E+03
   5.8000000010000002E+06   4.3792523801053003E+03
   5.9000000010000002E+06   4.3802153596503895E+03
   6.0000000010000002E+06   4.3811357102701713E+03
   6.1000000010000002E+06   4.3820159500910922E+03
   6.2000000010000002E+06   4.3828584121768208E+03
   6.3000000010000002E+06   4.3836652616237570E+03
   6.4000000010000002E+06   4.3844385094689123E+03
   6.5000000010000002E+06   4.3851800259526372E+03
   6.6000000010000002E+06   4.3858915530640170E+03
   6.7000000010000002E+06   4.3865747127467948E+03
   6.8000000009999992E+06   4.3872310179750857E+03
   6.9000000009999992E+06   4.3878618833731989E+03
   7.0000000009999992E+06   4.3884686281662252E+03
   7.1000000009999992E+06   4.3890524879723944E+03
   7.2000000009999992E+06   4.3896146207397405E+03
   7.3000000009999992E+06   4.3901561101458510E+03
   7.4000000009999992E+06   4.3906779738032646E+03
   7.5000000009999992E+06   4.3911811647935074E+03
   7.6000000009999992E+06   4.3916665807463232E+03
   7.7000000009999992E+06   4.3921350647863828E+03
   7.8000000009999992E+06   4.3925874103937222E+03
   7.9000000009999992E+06   4.3930243654222795E+03
   8.0000000009999992E+06   4.3934466319557150E+03
   8.1000000009999992E+06   4.3938548751106218E+03
   8.2000000009999992E+06   4.3942497213206043E+03
   8.3000000009999992E+06   4.3946317634042553E+03
   8.4000000009999983E+06   4.3950015578493067E+03
   8.5000000009999983E+06   4.3953596343141253E+03
   8.6000000009999983E+06   4.3957064936636170E+03
   8.7000000009999983E+06   4.3960426096782894E+03
   8.8000000009999983E+06   4.3963684296268257E+03
   8.9000000009999983E+06   4.3966843789845907E+03
   9.0000000009999983E+06   4.3969908615022023E+03
   9.1000000009999983E+06   4.3972882603121889E+03
   9.2000000009999983E+06   4.3975769388638028E+03
   9.3000000009999983E+06   4.3978572414956088E+03
   9.4000000009999983E+06   4.3981294963460814E+03
   9.5000000009999983E+06   4.3983940153847798E+03
   9.6000000009999983E+06   4.3986510967810591E+03
   9.7000000009999983E+06   4.3989010220590999E+03
   9.8000000009999983E+06   4.3991440613411878E+03
   9.9000000009999983E+06   4.3993804704905806E+03
   1.0000000000999998E+07   4.3996104950314302E+03
   1.1000000000999998E+07   4.4016060508965302E+03
   1.2000000000999998E+07   4.4031644485386560E+03
   1.3000000000999998E+07   4.4044070534192597E+03
   1.4000000000999998E+07   4.4054155298007536E+03
   1.5000000000999998E+07   4.4062465398208051E+03
   1.6000000000999998E+07   4.4069404265092362E+03
   1.7000000000999998E+07   4.4075265710618887E+03
   1.8000000000999998E+07   4.4080268033262018E+03
   1.9000000000999998E+07   4.4084576292490519E+03
   2.0000000000999998E+07   4.4088317247413306E+03
   2.1000000000999998E+07   4.4091589504682288E+03
   2.2000000000999998E+07   4.4094470978091540E+03
   2.3000000000999998E+07   4.4097023778979583E+03
   2.4000000000999998E+07   4.4099297887809762E+03
   2.5000000000999998E+07   4.4101334170532455E+03
   2.6000000000999998E+07   4.4103165790557305E+03
   2.7000000000999998E+07   4.4104820674377197E+03
   2.8000000000999998E+07   4.4106321669020972E+03
   2.9000000000999998E+07   4.4107688096695474E+03
   3.0000000000999998E+07   4.4108936522224358E+03
   3.1000000000999998E+07   4.4110080689231609E+03
   3.2000000000999998E+07   4.4111132392970476E+03
   3.3000000000999998E+07   4.4112102000752820E+03
   3.4000000001000002E+07   4.4112997993459921E+03
   3.5000000001000002E+07   4.4113828265211005E+03
   3.6000000001000002E+07   4.4114599367508717E+03
   3.7000000001000002E+07   4.4115317237173276E+03
   3.8000000001000002E+07   4.4115986681509248E+03
   3.9000000001000002E+07   4.4116612151588934E+03
   4.0000000001000002E+07   4.4117198152431629E+03
   4.1000000001000002E+07   4.4117747558225674E+03
   4.2000000001000002E+07   4.4118263656132931E+03
   4.3000000001000002E+07   4.4118749436413873E+03
   4.4000000001000002E+07   4.4119207573668418E+03
   4.5000000001000002E+07   4.4119639799525448E+03
   4.6000000001000002E+07   4.4120047972914635E+03
   4.7000000001000002E+07   4.4120434816949237E+03
   4.8000000001000002E+07   4.4120800963060283E+03
   4.9000000001000002E+07   4.4121148745050514E+03
   5.0000000001000002E+07   4.4121479043086511E+03
   5.1000000001000002E+07   4.4121792894627988E+03
   5.2000000001000002E+07   4.4122092094471700E+03
   5.3000000001000002E+07   4.4122376866837167E+03
   5.4000000001000002E+07   4.4122648381097761E+03
   5.5000000001000002E+07   4.4122907941644380E+03
   5.6000000001000002E+07   4.4123156227202971E+03
   5.7000000001000002E+07   4.4123393070868206E+03
   5.8000000001000002E+07   4.4123620395831003E+03
   5.9000000001000002E+07   4.4123837580992704E+03
   6.0000000001000002E+07   4.4124046236105278E+03
   6.1000000001000002E+07   4.4124246757900728E+03
   6.2000000001000002E+07   4.4124438761369311E+03
   6.3000000001000002E+07   4.4124623808857114E+03
   6.4000000001000002E+07   4.4124801436577636E+03
   6.5000000001000002E+07   4.4124972126443172E+03
   6.6000000001000002E+07   4.4125137139569833E+03
   6.7000000001000002E+07   4.4125295642176334E+03
   6.8000000001000002E+07   4.4125448123142887E+03
   6.9000000001000002E+07   4.4125596069702815E+03
   7.0000000001000002E+07   4.4125738177134845E+03
   7.1000000001000002E+07   4.4125876000325707E+03
   7.2000000001000002E+07   4.4126009060473762E+03
   7.3000000001000002E+07   4.4126137648676158E+03
   7.4000000001000002E+07   4.4126261602840304E+03
   7.5000000001000002E+07   4.4126381843905210E+03
   7.6000000001000002E+07   4.4126498726965447E+03
   7.7000000001000002E+07   4.4126610658727668E+03
   7.8000000001000002E+07   4.4126720217978755E+03
   7.9000000001000002E+07   4.4126826693386301E+03
   8.0000000001000002E+07   4.4126928956258462E+03
   8.1000000001000002E+07   4.4127028860036917E+03
   8.2000000001000002E+07   4.4127125354279178E+03
   8.3000000001000002E+07   4.4127219276251180E+03
   8.4000000001000002E+07   4.4127311092594582E+03
   8.5000000001000002E+07   4.4127399915391688E+03
   8.6000000001000002E+07   4.4127486538123721E+03
   8.7000000001000002E+07   4.4127570036974839E+03
   8.8000000001000002E+07   4.4127652185087745E+03
   8.9000000001000002E+07   4.4127731493139081E+03
   9.0000000001000002E+07   4.4127809209503102E+03
   9.1000000001000002E+07   4.4127884767481664E+03
   9.2000000001000002E+07   4.4127957095270158E+03
   9.3000000001000002E+07   4.4128028521869765E+03
   9.4000000001000002E+07   4.4128098633904410E+03
   9.5000000001000002E+07   4.4128167302117827E+03
   9.6000000001000002E+07   4.4128233229218322E+03
   9.7000000001000002E+07   4.4128298154823924E+03
   9.8000000001000002E+07   4.4128361825683014E+03
   9.9000000001000002E+07   4.4128422453829544E+03
   1.0000000000100000E+08   4.4128483550560077E+03
   1.1000000000100000E+08   4.4129014106714758E+03
   1.2000000000100000E+08   4.4129444777281442E+03
   1.3000000000100000E+08   4.4129797674952906E+03
   1.4000000000099999E+08   4.4130094754219654E+03
   1.5000000000099999E+08   4.4130346438149954E+03
   1.6000000000099999E+08   4.4130565318962099E+03
   1.7000000000099999E+08   4.4130749725148689E+03
   1.8000000000099999E+08   4.4130914828827736E+03
   1.9000000000099999E+08   4.4131062917357249E+03
   2.0000000000099999E+08   4.4131191159036462E+03
   2.1000000000099999E+08   4.4131308730967412E+03
   2.2000000000100002E+08   4.4131407512740861E+03
   2.3000000000100002E+08   4.4131499687094120E+03
   2.4000000000100002E+08   4.4131587439790128E+03
   2.5000000000100002E+08   4.4131663095767690E+03
   2.6000000000100002E+08   4.4131737210806605E+03
   2.7000000000100005E+08   4.4131808454901156E+03
   2.8000000000100005E+08   4.4131870477422817E+03
   2.9000000000100005E+08   4.4131920121059293E+03
   3.0000000000100005E+08   4.4131970439909583E+03
   3.1000000000100005E+08   4.4132013389087206E+03
   3.2000000000100005E+08   4.4132073550420027E+03
   3.3000000000100005E+08   4.4132107137305256E+03
   3.4000000000100005E+08   4.4132140878824584E+03
   3.5000000000100005E+08   4.4132176772119292E+03
   3.6000000000100005E+08   4.4132210528114829E+03
   3.7000000000100005E+08   4.4132242853696489E+03
   3.8000000000100005E+08   4.4132292633183033E+03
   3.9000000000100005E+08   4.4132318227280048E+03
   4.0000000000100005E+08   4.4132350326699816E+03
   4.1000000000100005E+08   4.4132363140042098E+03
   4.2000000000100005E+08   4.4132403400815629E+03
   4.3000000000100005E+08   4.4132425614355143E+03
   4.4000000000100005E+08   4.4132432807213718E+03
   4.5000000000100005E+08   4.4132449514402788E+03
   4.6000000000100005E+08   4.4132478805954152E+03
   4.7000000000100005E+08   4.4132484102661238E+03
   4.8000000000100005E+08   4.4132524398476708E+03
   4.9000000000100005E+08   4.4132546648084817E+03
   5.0000000000100005E+08   4.4132547311434409E+03
   5.1000000000100005E+08   4.4132587609600896E+03
   5.2000000000100005E+08   4.4132572135277778E+03
   5.3000000000100005E+08   4.4132597741965446E+03
   5.4000000000100005E+08   4.4132614107671352E+03
   5.5000000000100005E+08   4.4132629132731663E+03
   5.6000000000100005E+08   4.4132646886648890E+03
   5.7000000000100005E+08   4.4132633260908106E+03
   5.8000000000100005E+08   4.4132684397882840E+03
   5.9000000000100005E+08   4.4132656790619039E+03
   6.0000000000100005E+08   4.4132707107951010E+03
   6.1000000000100005E+08   4.4132729071533831E+03
   6.2000000000100005E+08   4.4132729106795450E+03
   6.3000000000100005E+08   4.4132695057027058E+03
   6.4000000000100005E+08   4.4132765388034495E+03
   6.5000000000100005E+08   4.4132739127462928E+03
   6.6000000000100005E+08   4.4132763178887008E+03
   6.7000000000100005E+08   4.4132761640858125E+03
   6.8000000000100005E+08   4.4132804673976407E+03
   6.9000000000100005E+08   4.4132770305837412E+03
   7.0000000000100005E+08   4.4132818031838124E+03
   7.1000000000100005E+08   4.4132797273405104E+03
   7.2000000000100005E+08   4.4132813061232318E+03
   7.3000000000100005E+08   4.4132849298803803E+03
   7.4000000000100005E+08   4.4132858250622394E+03
   7.5000000000100005E+08   4.4132865054843378E+03
   7.6000000000100005E+08   4.4132805527670298E+03
   7.7000000000100005E+08   4.4132818703918501E+03
   7.8000000000100005E+08   4.4132891380384754E+03
   7.9000000000100005E+08   4.4132850389528530E+03
   8.0000000000100005E+08   4.4132874953866849E+03
   8.1000000000100005E+08   4.4132913431971865E+03
   8.2000000000100005E+08   4.4132882500949881E+03
   8.3000000000100005E+08   4.4132897969819924E+03
   8.4000000000100005E+08   4.4132849498317701E+03
   8.5000000000100005E+08   4.4132851947197551E+03
   8.6000000000100005E+08   4.4132920007468465E+03
   8.7000000000100005E+08   4.4132963234950739E+03
   8.8000000000100005E+08   4.4132907412139230E+03
   8.9000000000100005E+08   4.4132961651943051E+03
   9.0000000000100005E+08   4.4132866773403521E+03
   9.1000000000100005E+08   4.4132925479938012E+03
   9.2000000000100005E+08   4.4132970767341667E+03
   9.3000000000100005E+08   4.4132880114683176E+03
   9.4000000000100005E+08   4.4132875008794399E+03
   9.5000000000100005E+08   4.4132975685633601E+03
   9.6000000000100005E+08   4.4132983341179424E+03
   9.7000000000100005E+08   4.4132920241265983E+03
   9.8000000000100005E+08   4.4132902566823677E+03
   9.9000000000100005E+08   4.4132993887717430E+03
   1.0000000000010000E+09   4.4133040136310565E+03
   1.1000000000009999E+09   4.4132916761869237E+03
   1.2000000000009999E+09   4.4133035672939877E+03
   1.3000000000009999E+09   4.4132958608287909E+03
   1.4000000000009999E+09   4.4133020435820063E+03
   1.5000000000009999E+09   4.4132948320949063E+03
   1.6000000000009999E+09   4.4133251741861368E+03
   1.7000000000009999E+09   4.4133034131847298E+03
   1.8000000000010002E+09   4.4133400668003878E+03
   1.9000000000010002E+09   4.4133045493273266E+03
   2.0000000000010002E+09   4.4133446303014352E+03
   2.1000000000010002E+09   4.4133526255721745E+03
   2.2000000000010004E+09   4.4133491983127606E+03
   2.3000000000010004E+09   4.4133186389360453E+03
   2.4000000000010004E+09   4.4133228231498970E+03
   2.5000000000010004E+09   4.4133166475470116E+03
   2.6000000000010004E+09   4.4133214284142441E+03
   2.7000000000010004E+09   4.4133087717457902E+03
   2.8000000000010004E+09   4.4132859920625242E+03
   2.9000000000010004E+09   4.4133343907944809E+03
   3.0000000000010004E+09   4.4132924999411916E+03
   3.1000000000010004E+09   4.4133398122933413E+03
   3.2000000000010004E+09   4.4132902885362473E+03
   3.3000000000010004E+09   4.4133153448145777E+03
   3.4000000000010004E+09   4.4132464164950215E+03
   3.5000000000010004E+09   4.4133622950482204E+03
   3.6000000000010004E+09   4.4133522346896698E+03
   3.7000000000010004E+09   4.4133234977165503E+03
   3.8000000000010004E+09   4.4132921823167580E+03
   3.9000000000010004E+09   4.4132105395391900E+03
   4.0000000000010004E+09   4.4132582074051843E+03
   4.1000000000010004E+09   4.4133983489469174E+03
   4.2000000000010004E+09   4.4133547409075900E+03
   4.3000000000010004E+09   4.4131903505896089E+03
   4.4000000000010004E+09   4.4134261757448276E+03
   4.5000000000010004E+09   4.4131938520243993E+03
   4.6000000000010004E+09   4.4133706695695855E+03
   4.7000000000010004E+09   4.4134185282168182E+03
   4.8000000000010004E+09   4.4133200068608376E+03
   4.9000000000010004E+09   4.4133288826182743E+03
   5.0000000000010004E+09   4.4132277875280170E+03
   5.1000000000010004E+09   4.4135090198659491E+03
   5.2000000000010004E+09   4.4133334833759227E+03
   5.3000000000010004E+09   4.4134683282990454E+03
   5.4000000000010004E+09   4.4133034171865038E+03
   5.5000000000010004E+09   4.4135358538531291E+03
   5.6000000000010004E+09   4.4133730925280488E+03
   5.7000000000010004E+09   4.4134245786227120E+03
   5.8000000000010004E+09   4.4132405293093134E+03
   5.9000000000010004E+09   4.4133828900624376E+03
   6.0000000000010004E+09   4.4132724005462969E+03
   6.1000000000010004E+09   4.4134125839749213E+03
   6.2000000000010004E+09   4.4130811894675153E+03
   6.3000000000010004E+09   4.4133551781454253E+03
   6.4000000000010004E+09   4.4134180571015067E+03
   6.5000000000010004E+09   4.4129951282379971E+03
   6.6000000000010004E+09   4.4131632772874282E+03
   6.7000000000010004E+09   4.4136427396954414E+03
   6.8000000000010004E+09   4.4133350169822561E+03
   6.9000000000010014E+09   4.4133017936101678E+03
   7.0000000000010014E+09   4.4131161806863083E+03
   7.1000000000010014E+09   4.4130955118690872E+03
   7.2000000000010014E+09   4.4135685515903933E+03
   7.3000000000010014E+09   4.4131478697571429E+03
   7.4000000000010014E+09   4.4129369032841669E+03
   7.5000000000010014E+09   4.4132318405265823E+03
   7.6000000000010014E+09   4.4134030245628201E+03
   7.7000000000010014E+09   4.4136951299753864E+03
   7.8000000000010014E+09   4.4133743882687713E+03
   7.9000000000010014E+09   4.4136429955746007E+03
   8.0000000000010014E+09   4.4137346864305309E+03
   8.1000000000010014E+09   4.4138545079267287E+03
   8.2000000000010014E+09   4.4131213927967174E+03
   8.3000000000010014E+09   4.4127959700337815E+03
   8.4000000000010014E+09   4.4131045275125907E+03
   8.5000000000010014E+09   4.4131084170501372E+03
   8.6000000000010014E+09   4.4129667470974427E+03
   8.7000000000010014E+09   4.4128448529789821E+03
   8.8000000000010014E+09   4.4129141868513734E+03
   8.9000000000010014E+09   4.4133507604756796E+03
   9.0000000000010014E+09   4.4130217586698873E+03
   9.1000000000010014E+09   4.4133743485922059E+03
   9.2000000000010014E+09   4.4132242507690125E+03
   9.3000000000010014E+09   4.4126828353823203E+03
   9.4000000000010014E+09   4.4132981635293609E+03
   9.5000000000010014E+09   4.4138121734240631E+03
   9.6000000000010014E+09   4.4128506913736555E+03
   9.7000000000010014E+09   4.4135018061098854E+03
   9.8000000000010014E+09   4.4128686398222808E+03
   9.9000000000010014E+09   4.4125816125581250E+03
   1.0000000000001001E+10   4.4127767227534032E+03
